Дата,Кривая,Тип,Дисконт фактор,Тенор,Ставка
24.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99813997
24.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99658332
24.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99502216
24.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99034183
24.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98543408
24.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98216768
24.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96467053
24.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94643532
24.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92478714
24.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90683702
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99925614
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99775809
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99598345
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99441002
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.9895059
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98455124
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98130973
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96346726
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94444138
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92393641
25.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90694694
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99928633
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99777328
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99605835
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99448764
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.98945463
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98438515
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98120173
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96357766
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94488906
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92368911
26.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90634989
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99940755
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.9981275
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99649052
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99504796
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.9901665
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98507454
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98160137
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96423648
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94582269
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92463373
29.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90722012
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99972718
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99850971
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99688893
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99529738
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99036172
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98551082
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98238266
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96556196
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94656472
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92600042
30.12.2025,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90822787
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99972256
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99857694
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.9971978
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99566094
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99114947
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98635282
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98316221
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96613683
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.9478909
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92757581
05.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90800111
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99971361
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99855868
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99715782
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99564752
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99107973
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98637154
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98332162
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96650505
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94870845
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92824017
06.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90895072
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99984338
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99877476
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99738643
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99590566
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99146659
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98683085
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98352565
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.9673101
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.95018444
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.93098962
08.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.91175691
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99973631
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99860871
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99717591
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99567879
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99114756
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98635005
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98310265
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96637725
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94884899
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92888946
09.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90895148
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99969855
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99838861
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99694637
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.9954161
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.9907436
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98580486
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98256441
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96528847
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94694627
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92746338
12.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90754645
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99969841
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99870865
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99698529
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99542167
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99078479
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98587637
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98271025
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96546567
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94741027
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.9270461
13.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90836396
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99970993
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99873179
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99698829
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99544435
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99089906
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98614528
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98274557
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96570456
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94767227
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.9277423
14.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90771725
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99978962
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99852958
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99710106
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99552235
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99085405
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98597125
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98275818
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96566274
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94749503
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92862558
15.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90883172
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99972328
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99854
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99713394
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99551436
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99075062
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98575934
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98247548
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96496112
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94658117
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92681232
16.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90689568
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99972939
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99846264
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99706384
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99549879
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99073432
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98571987
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98250729
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96509528
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94666455
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92519061
19.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90469367
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99974353
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99852206
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99712425
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99561353
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99083986
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98581661
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98265594
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96509474
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.9466054
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.9250661
20.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90453466
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.9997547
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99856655
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99718443
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99566557
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99087776
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.9857735
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98269703
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96548074
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94625449
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92537217
21.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90355725
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99979065
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99867132
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99727941
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99575348
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99093645
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98584439
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.9825593
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.9651006
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94643517
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.9253661
22.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90392897
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99976947
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99870164
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99734596
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99582411
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99103978
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98603276
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98277859
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96531549
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94672085
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92769885
23.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90540095
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.9997653
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99867113
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99729876
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99578831
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99097264
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98595288
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98282378
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96529011
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94744293
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.9283777
26.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90551168
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99976055
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99860764
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.9971963
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99563839
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99075205
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98571447
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98263597
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96511833
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94700207
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92811219
27.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90684492
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99976001
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99858808
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99720098
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.9956153
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99073088
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98565214
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98271396
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96556785
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94801278
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92873014
28.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90735676
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99982803
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99879583
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.9973683
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99590286
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99112524
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98616907
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98292523
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.96578895
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.9477454
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92801247
29.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.90639677
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99977123
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99872383
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99708626
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.99577455
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.99106812
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98607569
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.98302607
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.9662461
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.94821123
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.92912826
30.01.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.91980581
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.999798618960762
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.998825265115828
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.997310525176353
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.995915117210204
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.991157374279331
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.98625661947098
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.983342343794188
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.966655468514122
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.949256634525912
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.929931842695914
02.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.908471531569552
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.999808740444859
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.99889114537868
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.997415455939172
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.996004231363317
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.991360982528307
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.986470995225167
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.984116413619941
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.967301194801127
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.950388996098997
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.928689270916194
03.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.906976252691898
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.99982568678725
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.998933797386524
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.997474879103213
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.996078474620332
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.991572146393146
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.986776860676038
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.984293156967814
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.967874655487722
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.95075838347214
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.930920907183804
