Дата,Кривая,Тип,Дисконт фактор,Тенор,Ставка
04.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.910863523869934
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,1.00025505621779
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.999319946089264
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.997827045353847
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.996437891088354
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.9919896914003
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.987270537072876
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.984578782721501
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.968332596897365
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.951563121534437
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.931958930497537
05.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.911111359151409
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,1.00013783812236
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.999172918626021
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.997684507436905
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.996319460844339
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.991890721363433
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.987212359383861
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.984702420503486
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.968984331581461
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.952763584512218
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.934289074522379
06.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.914719782300489
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,1.00002406915522
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.998903702371042
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.997424647737449
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.996030903778393
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.991541490533865
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.986792967923326
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.984227875295126
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.968508412510941
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.951804004895045
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.933681486060051
09.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.914179761470071
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.999991638436069
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.998921413238099
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.99745961824276
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.996081867674009
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.991671184293199
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.986982617628456
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.984173136638845
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.968018396780729
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.952092310457338
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.934653456473628
10.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.915357091339518
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1W,0.0192,0.999971598182204
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1M,0.0833,0.998949119941593
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2M,0.1666,0.997530146340472
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3M,0.2499,0.996185717983332
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,6M,0.4998,0.991841491556266
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,9M,0.7497,0.987241983364509
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,1Y,1,0.984237308537635
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,2Y,2,0.968722519790679
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,3Y,3,0.953274931977399
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,4Y,4,0.9318242622665
11.02.2026,CNY-DISCOUNT-EUR-CSA,Дисконтная,5Y,5,0.912269817685816
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00007304
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,0.99998631
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.0002172
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99919049
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99814187
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99495282
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98522065
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.93521693
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.85705534
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.76975726
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.70612442
28.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.64780428
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,0.99999632
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,0.99994475
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99992951
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99907394
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99913392
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99190207
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.97652377
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95838716
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.9090877
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.83930556
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.74699282
29.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67860431
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00000591
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,0.99997034
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99994019
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99924276
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99894204
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99201546
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98151993
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95388116
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.89884034
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.82165319
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.74597266
30.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.6783494
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00005994
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00004523
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99986594
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99924496
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99906385
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.9920025
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98048997
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95691925
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.90481983
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.83278556
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.74437532
31.07.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67670085
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00009993
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00015961
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99997008
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99943533
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99885513
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99214394
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.97563838
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95576442
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.90200767
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.82413063
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.74929025
01.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.68080837
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00009416
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00012763
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99992982
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99947314
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99895666
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99496597
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.97141663
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.93152893
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.85945177
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.76986442
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.7062046
04.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.64787844
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00016517
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00021214
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99989828
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99952927
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99906634
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99394103
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98427517
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95686406
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.90159153
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.82368266
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.74867737
05.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.68030502
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00014793
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.000216
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00003904
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99940272
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99994967
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99431376
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.97541012
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95256092
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.89656659
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.81617913
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.73903237
06.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67273729
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00017143
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00023365
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,0.99994301
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99978346
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99919544
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99470507
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98472199
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95370412
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.89797674
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.81860205
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.73877833
07.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67248035
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00021508
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00033046
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00017788
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99982814
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99916556
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99484506
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98479701
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95348032
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.89695029
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.81669011
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.73962989
08.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67318941
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00025923
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00027869
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00047036
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99968251
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99908278
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99469607
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.9859473
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95275612
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.89660817
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.81638901
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.73914933
11.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67278581
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00013262
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00020774
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00030337
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99958483
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99915998
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99414014
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98470384
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.94719919
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.88576212
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.80353157
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.73080795
12.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.66620423
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00016715
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00024803
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00038642
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99954359
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99906102
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99428405
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98485443
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95269069
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.89659261
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.81621179
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.73906165
13.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67276394
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00010054
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00014362
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.0009873
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99941253
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99855763
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99404523
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.97591114
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95304536
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.89711118
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.81717471
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.73895142
14.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67265134
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.0001614
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00023077
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00089677
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99960532
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99893479
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99438429
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98385107
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95342986
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.89693159
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.81667235
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.73961085
15.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67317203
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00011343
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00015663
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00046924
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99996504
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99946238
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99359637
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98491026
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95371211
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.89775977
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.81624094
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.7389865
18.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67262958
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00011919
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00018413
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00041064
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00002291
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99944127
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99362508
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98455444
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95541886
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.8985047
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.81597947
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.73873547
19.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67244697
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00013645
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00020592
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00025375
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,1.00008185
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99839638
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.9947977
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98492994
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.95537872
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.89855443
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.81590821
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.73874082
20.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.67245345
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00010438
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00018033
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00051156
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99990989
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99917044
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99422788
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.98307247
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.9315837
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.85722885
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3Y,3,0.77001488
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,4Y,4,0.70643947
21.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,5Y,5,0.64809821
22.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1W,0.0192,1.00007891
22.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2W,0.0384,1.00010611
22.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1M,0.0833,1.00101186
22.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2M,0.1666,0.99963449
22.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,3M,0.2499,0.99829611
22.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,6M,0.4998,0.99447008
22.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,9M,0.7497,0.97447888
22.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,1Y,1,0.94361295
22.08.2025,CNY-DISCOUNT-RUB-CSA,Дисконтная,2Y,2,0.87801737
